English,Polish
hill,wzgórze
exciting,ekscytujący
permission,pozwolenie
jerry,nocnik
expensive,kosztowny
tickets,bilety
forest,las
barely,ledwie
eggs,jajka
goin,wejść
regret,żal
lesson,lekcja
lover,kochanek
bread,chleb
andy,andy
subject,przedmiot
legal,prawny
growing,rozwój
ill,chory
jason,jason
mood,nastrój
owner,właściciel
caused,spowodowany
beeping,sygnał dźwiękowy
points,zwrotnica
dating,randki
loss,strata
secretary,sekretarz
revenge,zemsta
santa,święty
likely,prawdopodobne
rent,wynajem
connection,połączenie
assistant,asystent
reasons,powody
yelling,wrzeszczał
painting,obraz
trees,drzewa
doctors,lekarze
rush,wysypka
foreign,zagraniczny
rough,surowy
murderer,morderca
century,wiek
nights,noce
pair,para
runs,biegi
pocket,kieszeń
farm,gospodarstwo rolne
matt,matt
bike,rower
obvious,oczywiste
ate,jedli
grew,dorastał
professional,profesjonalny
tim,tim
goodness,dobroć
parts,części
alan,alan
university,uniwersytet
square,kwadrat
grandfather,dziadek
europe,europa
genius,geniusz
cases,sprawy
ruin,ruina
winter,zima
tongue,język
memories,wspomnienia
da,da
buying,kupowanie
cancer,nowotwór
clock,zegar
ocean,ocean
dna,dna
liar,kłamca
tour,wycieczka
thief,złodziej
bleep,bleep
lisa,lisa
rights,prawa
including,włącznie z
competition,konkurencja
smith,kowal
planned,zaplanowany
emily,emilia
boring,nudy
victims,ofiary
mentioned,wspomniany
bones,kości
plant,zakład
bless,błogosławić
warning,ostrzeżenie
knocking,pukanie
re,odnośnie
crash,rozbić się
bedroom,sypialnia
lower,niżej
silver,srebro
groaning,jęczeć
madame,pani
defense,obrona
results,wyniki
toilet,toaleta
event,wydarzenie
complicated,skomplikowany
shape,kształt
priest,kapłan
royal,królewski
cheap,tani
romantic,romantyczny
downstairs,na dole
invite,zapraszać
fortune,fortuna
tears,łzy
avoid,unikać
reached,osiągnięty
higher,wyższy
familiar,znajomy, rodzinny
telephone,telefon
burning,palenie
filled,wypełniony
kelly,kelly
alice,alice
airport,lotnisko
jobs,oferty pracy
grown,dorosły
walter,walter
rachel,rachel
giant,ogromny
insurance,ubezpieczenie
woods,las
n,n
scare,przestraszyć
pleased,zadowolony
period,kropka
political,polityczny
player,gracz
stops,przystanki
secrets,tajniki
laura,laura
repeat,powtarzać
photos,zdjęcia
finds,znaleziska
statement,oświadczenie
suck,ssać
younger,młodszy
china,chiny
humans,ludzie
delicious,pyszne
particular,konkretny
proper,właściwy
rome,rzym
belongs,należy
attacked,zaatakowany
bath,kąpiel
hired,zatrudniony
site,strona
knowledge,wiedza
b,b
led,doprowadziło
guests,goście
celebrate,świętować
map,mapa
horn,klakson
eventually,ostatecznie
pity,szkoda
powers,uprawnienie
ashamed,zawstydzony
assume,założyć
glasses,okulary
rise,wzrastać
fixed,naprawił
request,żądanie
officers,oficerowie
pounds,funty
data,dane
carefully,ostrożnie
per,za
depends,zależy
jury,jury
waited,czekałem
positive,pozytywny
attorney,adwokat
direction,kierunek
families,rodziny
clock,zegar
doin,doin
forces,siły
location,lokalizacja
walls,ściany
useless,bezużyteczny
grant,dotacja
saving,oszczędność
speaks,mówi
fought,walczył
meal,posiłek
deliver,dostarczyć
answers,odpowiedzi
changing,wymiana pieniędzy
temple,świątynia
scary,straszny
millions,miliony
offered,oferowany
regular,regularny
carrying,niosąc
official,urzędnik
jacket,kurtka
switch,przełącznik
grave,mogiła
chase,pościg
role,rola
odd,dziwne
sexy,seksowny
faces,twarze
becomes,staje się
closes,zamyka
badly,źle
tall,wysoki
confused,zmieszany
affair,romans
television,telewizja
shock,zaszokować
raised,uniesiony
panting,dysząc
pizza,pizza
image,obraz
clears,oczyszczenia
golden,złoty
patients,pacjenci
watched,obejrzane
committed,zaangażowany
sexual,seksualny
suffer,cierpieć
arthur,arthur
wherever,gdziekolwiek
plate,talerz
appear,pojawić się
chocolate,czekolada
clever,sprytny
hm,hm
mercy,łaska
shots,strzały
lucy,lucy
dealing,postępowanie
trap,pułapka
charges,opłaty
phil,phil
bang,huk
poison,zatruć
butt,krupon
drove,stado
yourselves,się
headed,głowiasty
babies,dzidziusie
yellow,żółty
soup,zupa
mystery,tajemnica
picking,owocobranie
sat,sat
wound,rana
traffic,ruch drogowy
courage,odwaga
hunt,polowanie
indian,indyjski
rat,szczur
terms,semestry
italian,włoski
emma,emma
checking,kontrola
disease,choroba
managed,zarządzany
winner,zwycięzca
council,rada
appointment,wizyta, umówione spotkanie
monday,poniedziałek
crack,pękać
threat,groźba
jenny,przędzarka
physical,fizyczny
nation,naród
source,źródło
chose,wybrał
healthy,zdrowy
carl,carl
victory,zwycięstwo
rick,stóg
stood,stał
kicked,kopnięty
annie,annie
disgusting,obrzydliwy
palace,pałac
below,poniżej
shopping,zakupy
neighborhood,sąsiedztwo
march,marsz
lips,usta
midnight,środek nocy
piss,siki
advantage,korzyść
pure,czysty
india,indie
aside,na bok
jerk,szarpać
mail,poczta
dawn,świt
effect,efekt
spell,zaklęcie
freak,dziwak
wood,drewno
screwed,pijany
enemies,wrogowie
gary,gary
awake,obudzić
chuckling,chichot
vacation,wakacje
violence,przemoc
leo,lew
grandmother,babcia
modern,nowoczesny
luke,łukasz
firm,solidny
prime,główny
heh,heh
touched,wzruszony
talent,talent
whore,kurwa
piano,fortepian
license,licencja
cooking,gotowanie
honour,zaszczyt
concern,sprawa
moves,ruchy
available,do dyspozycji
factory,fabryka
gods,bogowie
value,wartość
central,centralny
union,unia
mirror,lustro
studio,studio
media,głoska bezdźwięczna
taxi,taxi
dies,umiera
iron,żelazo
hearts,kiery
desire,pragnienie
rob,obrabować
claire,claire
fred,fred
songs,piosenki
washington,waszyngton
monkey,małpa
pride,duma
pills,pigułki
miracle,cud
swim,pływać
burned,spalony
smells,zapach
joking,żartowanie
christian,chrześcijanin
bleeding,krwawienie
hook,hak
beating,bicie
protection,ochrona
treatment,leczenie
ear,ucho
carter,furman
metal,metal
disappear,znikać
grateful,wdzięczny
extremely,niezwykle
treasure,skarb
rescue,ratować
capable,zdolny
passing,przechodzący
chatter,gadać
result,wynik
suffering,cierpienie
sisters,siostry
laid,położony
governor,gubernator
guards,gwardia
louis,louis
text,tekst
literally,dosłownie
remove,usunąć
becoming,twarzowy
performance,wydajność
stronger,silniejszy
rate,wskaźnik
deeply,głęboko
scream,krzyk
desert,pustynia
vehicle,pojazd
illegal,nielegalny
pulling,ciągnięcie
throwing,rzucanie
josh,josh
unbelievable,nie do wiary
ted,przetrząsać
zero,zero
dean,dziekan
curious,ciekawski
sean,sean
candy,cukierek
bone,kość
tied,zawiązany
edge,brzeg
load,załaduj
susan,susan
ahh,ahh
mountains,góry
boom,bum
former,dawny
holiday,święto
riding,jazda konna
scoffs,szydzi
hundreds,setki
motherfucker,skurwysynek
sue,pozwać
bags,torebki
stealing,kradzież
appears,wydaje
arrive,przyjechać
remains,pozostaje
decent,przyzwoity
issues,zagadnienia
tip,wskazówka
fail,ponieść porażkę
bride,panna młoda
pissed,zalany
penny,grosz
claim,prawo
friendship,przyjaźń
desperate,zdesperowany
flower,kwiat
dramatic,dramatyczny
refuse,odrzucać
solve,rozwiązywać
theme,motyw
loving,kochający
properly,odpowiednio
dragon,smok
mostly,przeważnie
chuck,gdakanie
directly,bezpośrednio
surface,powierzchnia
FALSE,fałszywy
cast,rzucać
junior,junior
hunting,polowanie
silent,cichy
thou,ty
egg,jajko
germany,niemcy
punch,dziurkacz
africa,afryka
woke,obudził
intelligence,inteligencja
borrow,pożyczyć
winning,zwycięski
falls,spada
popular,popularny
escaped,uciekł
witch,czarownica
convinced,przekonany
warn,ostrzegać
announcer,spiker
champagne,szampan
dust,pył
kyle,kyle
someday,pewnego dnia
fallen,upadły
stranger,nieznajomy
presence,obecność
tear,łza
st.,st.
internet,internet
monsieur,lord
therefore,dlatego
technology,technologia
tires,opony
toast,toast
wise,mądry
clark,clark
americans,amerykanie
notes,notatki
smoking,palenie
hank,motek
ls,ls
april,kwiecień
wolf,wilk
precious,cenny
rooms,pokoje
coast,wybrzeże
treated,leczony
material,materiał
released,wydany
uniform,mundur
hated,znienawidzony
considered,uważane
rice,ryż
exchange,wymieniać się
steps,kroki
blake,blake
convince,przekonać
beast,bestia
cow,krowa
files,akta
signs,oznaki
drag,ciągnąć
cab,taksówka
hung,zawieszony
carried,realizowane
ordinary,zwykły
successful,odnoszący sukcesy
eve,przeddzień
mistakes,błędy
houses,domy
chattering,gadanie
brains,mózg
japan,japonia
creature,kreatura
fourth,czwarty
separate,oddzielny
cleaning,czyszczenie
california,kalifornia
lf,lf
ll,ll
shift,zmiana
elizabeth,elizabeth
chicago,chicago
exact,dokładny
karen,karen
goal,bramka
expert,ekspert
served,podawane
direct,bezpośredni
score,wynik
row,wiersz
marks,znaki
twenty,20
receive,odbierać
series,seria
section,sekcja
pilot,pilot
jackson,jackson
darkness,ciemność
thy,twój
sale,wyprzedaż
destiny,przeznaczenie
cure,lek
spoken,mówiony
armed,uzbrojony
rare,rzadki
helen,helen
grade,gatunek
juice,sok
wide,szeroki
tower,wieża
solution,rozwiązanie
schedule,harmonogram
explosion,eksplozja
wheel,koło
cigarette,papieros
julie,julie
fruit,owoc
blew,blew
victor,zwycięzca
talks,rozmowy
sacrifice,poświęcenie
range,zasięg
button,przycisk
reports,raporty
prisoner,więzień
pie,ciasto
effort,wysiłek
youth,młodzież
pot,garnek
eaten,zjedzony
taylor,taylor
knees,kolana
garage,garaż
parking,parking
ambulance,karetka
staring,gapiowski
chances,szanse
circumstances,okoliczności
sin,grzech
gordon,gordon
progress,postęp
unusual,niezwykłe
county,hrabstwo
stairs,schody
campaign,kampania
mon,mon
vision,wizja
reporter,reporter
equipment,ekwipunek
moments,chwile
joey,joey
mass,masa
alien,obcy
trapped,uwięziony
helps,pomaga
route,trasa
defend,bronić
trace,namierzać
nasty,paskudny
tests,testy
magazine,czasopismo
rocks,skały
dump,wysypisko
rude,niegrzeczny
searching,badawczy
clue,wskazówka
connected,połączony
amen,amen
pushed,pchany
merry,radosny
zone,strefa
senior,senior
closing,zamknięcie
freeze,zamrażać
emperor,cesarz
incident,incydent
snake,wąż
mexico,meksyk
lily,lilia
actor,aktor
newspaper,gazeta
sentence,wyrok
greg,greg
leading,prowadzący
friendly,przyjazny
jones,jones
chosen,wybrany
engaged,zaręczony
julia,julia
charming,uroczy
mustn,mustn
anger,gniew
spending,wydatki
learning,uczenie się
spy,szpieg
sharp,ostry
shadow,cień
warrant,nakaz
elevator,winda
kingdom,królestwo
ricky,ricky
jamie,jamie
squad,drużyna
shoulder,ramię
wave,fala
amanda,amanda
highness,wygórowanie
kinds,rodzaje
fishing,wędkarstwo
sometime,czasami
attitude,nastawienie
sucks,suck
negative,negatywny
screen,ekran
workers,pracownicy
bored,znudzony
cameras,kamery
similar,podobny
understanding,zrozumienie
beeps,sygnały dźwiękowe
chain,łańcuch
bull,byk
gasping,bez tchu
fully,w pełni
robin,rudzik
collect,zebrać
gorgeous,przepiękny
morgan,morgan
passion,pasja
writer,pisarz
empire,imperium
international,międzynarodowy
curse,przekleństwo
hire,wynajmować
bastards,bastardowie
puts,pass
leads,wskazówki
id,id
blows,blows
sons,synowie
estate,osiedle
customers,klienci
maggie,maggie
gunshot,postrzałowy
i-,i-
device,urządzenie
troops,wojsko
hug,uścisk
design,projekt
movement,ruch
thunder,grzmot
object,obiekt
loser,przegrany
pen,długopis
sobbing,sobbing
politics,polityka
despite,mimo
alcohol,alkohol
climb,wspinać się
clients,klienci
conference,konferencja
provide,dostarczać
marty,marty
seek,szukać
witnesses,świadkowie
earn,zarabiać
trash,śmieci
valley,dolina
fashion,moda
howard,howard
episode,epizod
prize,nagroda
previously,poprzednio
sports,sporty
wanting,brakujący
debt,dług
wishes,życzenia
hitler,hitler
wire,drut
thee,ciebie
circle,okrąg
approach,zbliżać się
stock,zbiory
facts,fakty
remembered,zapamiętany
percent,procent
normally,normalnie
tail,ogon
joined,dołączył
education,edukacja
bravo,brawo
library,biblioteka
rape,rzepak
wings,skrzydełka
growling,warczenie
thrown,rzucony
tank,czołg
exhales,wydech
authority,autorytet
current,obecny
failure,awaria
nightmare,koszmar
hitting,uderzenie
glory,chwała
knocked,zapukał
studying,uczenie się
barry,barry
agency,agencja
apple,jabłko
border,granica
rope,lina
duck,kaczka
reputation,reputacja
confidence,zaufanie
yard,dziedziniec
beloved,ukochany
lack,brak
actual,rzeczywisty
skills,umiejętności
films,filmy
mental,psychiczny
salt,sól
flesh,ciało
anne,anne
secure,bezpieczne
highly,wysoko
federal,federalny
sand,piasek
emotional,emocjonalny
setting,ustawienie
nothin,nic
senator,senator
services,usługi
robbery,rozbój
hates,nienawidzi
fed,karmiony
reward,nagroda
theater,teatr
johnson,johnson
commit,popełniać
patrick,patrick
entirely,całkowicie
extraordinary,nadzwyczajny
ships,statki
opposite,naprzeciwko
parties,imprezy
stands,stoi
terry,terry
chat,czat
events,wydarzenia
mummy,mumia
bay,zatoka
slip,poślizg
disappointed,rozczarowany
settled,zadomowiony
begins,zaczyna się
andrew,andrzej
alert,alarm
detail,szczegół
pink,różowy
fellas,faceci
accepted,przyjęty
background,tło
garbage,śmieci
panic,panika
minds,umysły
belt,pas
blowing,dmuchanie
hollywood,hollywood
agreement,umowa
jackie,jackie
pushing,popychanie
ability,umiejętność
tiger,tygrys
whispering,szeptanie
culture,kultura
saint,święty
jesse,jesse
task,zadanie
solid,solidny
doll,lalka
intend,zamierzać
district,dzielnica
pa,rocznie
gee,ojej
custody,opieka
ignore,ignorować
naturally,naturalnie
useful,użyteczne
attempt,próba
abandoned,opuszczony
cutting,ciąć
kissed,pocałowany
guarantee,gwarancja
barking,korowanie
gather,zebrać
policy,polityka
u.s.,nas.
violent,brutalny
maid,pokojówka
embarrassing,żenujący
childhood,dzieciństwo
wasting,zmarnowanie
bow,kokarda
chick,pisklę
sara,sara
disaster,katastrofa
revolution,rewolucja
online,online
f,f
demon,demon
heavily,ciężko
coincidence,zbieg okoliczności
perform,odgrywać
thin,cienki
terrific,przerażający
mac,prochowiec
crown,korona
identity,tożsamość
virgin,dziewica
impressive,imponujący
windows,okna
no-one,nikt
potential,potencjał
guitar,gitara
committee,komisja
dozen,tuzin
delivery,dostawa
advance,osiągnięcie
quietly,cicho
stan,stan
teaching,nauczanie
hunter,łowca
latest,najnowszy
hurting,bolesne
swing,huśtać się
capital,kapitał
counting,rachunkowość
drew,rysował
dirt,brud
whistle,gwizdać
marie,marie
hits,trafienia
doug,doug
deny,zaprzeczyć
urgent,pilne
threatened,zagrożony
behavior,zachowanie
molly,pedał
mixed,mieszany
stays,gorset
assure,gwarantować
subtitles,napisy na filmie obcojęzycznym
explanation,wyjaśnienie
wins,wygrywa
unique,unikalny
chasing,ściganie
billion,miliard
duke,książę
production,produkcja
slave,niewolnik
agents,agenci
carol,kolęda
lets,pozwól
cruel,okrutny
mask,maska
sally,wypad
behave,zachowywać się
bury,pogrzebać
massive,masywny
pathetic,żałosne
species,gatunek
approaching,zbliżający się
jo,jo
loan,pożyczka
struggle,walka
dish,danie
trusted,zaufany
jumped,skoczył
firing,ostrzał
channel,kanał
abby,abby
stopping,zatrzymanie
asks,pyta
jean,drelich
swimming,pływanie
daily,codzienny
basement,piwnica
linda,linda
quarter,kwartał
erm,erm
bound,zobowiązany
navy,marynarka wojenna
article,artykuł
guide,przewodnik
accused,oskarżony
transfer,przenosić
guts,wnętrzności
quality,jakość
fella,koleś
roman,rzymski
greater,większy
damned,cholernie
couch,kanapa
cheer,wiwat
vegas,vegas
shoe,but
title,tytuł
shy,nieśmiały
punishment,kara
los,los
clicks,kliknięcia
you,ty
closet,gabinet
bye-bye,pa pa
fever,gorączka
coward,tchórz
flash,lampa błyskowa
impressed,pod wrażeniem
bruce,bruce
siren,syrena
prisoners,więźniowie
sides,boki
bowl,miska
katie,katie
supply,dostarczać
sensitive,wrażliwy
hopefully,ufnie
rolling,walcowanie
roy,roy
dollar,dolar
tone,ton
voices,głosy
g,g
i,i
cheating,oszukiwanie
confess,wyznać
demand,żądanie
museum,muzeum
unknown,nieznany
drama,dramat
suspicious,podejrzany
adult,dorosły
todd,todd
frightened,przerażony
warned,ostrzeżony
steady,stały
kills,zabójstwa
crossed,skrzyżowane
lou,lou
particularly,w szczególności
sandwich,kanapka
laws,prawa
joint,wspólny
bullets,kule
package,pakiet
trained,przeszkolony
thursday,czwartek
boots,buty
possibility,możliwość
albert,albert
civil,cywilny
june,czerwiec
germans,niemcy
baseball,baseball
express,wyrazić
miserable,nieszczęśliwy
tuesday,wtorek
parker,parker
lion,lew
joseph,joseph
refused,odrzucony
shine,połysk
assault,napaść
hong,hong
jokes,żarby
breaks,przerwy
argue,kłócić się
you-,ty-
trail,ścieżka
option,opcja
recall,przypomnienie sobie czegoś
mighty,potężny
collection,kolekcja
oliver,oliver
wilson,wilson
accent,akcent
believes,wierzy
decisions,decyzje
embarrassed,zakłopotany
mobile,mobilny
customer,klient
terribly,niemożliwie
sec,sec
charity,jałmużna
considering,rozważając
pussy,kiciuś
donna,donna
protecting,ochrona
flag,flaga
kidnapped,porwany
italy,włochy
balance,saldo
creatures,stworzenia
nuclear,jądrowy
wallet,portfel
shout,krzyczeć
vincent,vincent
entered,weszła
impression,wrażenie
angela,angela
jay,sójka
degrees,stopni
favour,przychylność
reaction,reakcja
network,sieć
jessica,jessica
version,wersja
concert,koncert
gear,bieg
singer,piosenkarz
diamond,diament
defeat,pokonać
steven,steven
lane,uliczka
blast,podmuch
wounded,ranny
anytime,w dowolnym momencie
partners,wzmacniacz
ages,wieczność
charlotte,charlotte
ceremony,ceremonia
league,liga
bars,słupy
orange,pomarańczowy
specific,konkretny
conditions,warunki
plastic,plastikowy
crisis,kryzys
fifth,piąty
term,termin
self,samego siebie
offering,oferując
bud,pączek
suffered,cierpiał
reported,zgłoszone
commissioner,komisarz
rip,rozerwać
mysterious,tajemniczy
entrance,wejście
messed,pomieszany
tunnel,tunel
designed,zaprojektowany
neighbor,sąsiad
aboard,na
sweat,pot
justin,justin
ghosts,duchy
crimes,przestępstwa
costs,koszty
deserves,zasługuje na
dreaming,marzenie
bust,biust
el,el
teddy,miś
kong,kong
messages,wiadomości
enjoying,ciesząc
afterwards,następnie
comfort,komfort
mason,mason
surrender,poddać się
gym,siłownia
kitty,koteczek
crush,zmiażdżyć
yup,tak
arranged,ułożony
suits,garnitury
pee,robić siku
stress,stres
cave,jaskinia
wing,skrzydło
jordan,jordania
arrange,zorganizować
comrade,towarzysz
noble,szlachetny
tricks,wydziwianie
betty,betty
launch,początek
legend,legenda
mix,mieszać
golf,golf
imagination,wyobraźnia
fox,lis
kissing,całowanie
butter,masło
tax,podatek
gross,obrzydliwy
edward,edward
texas,teksas
insist,nalegać
marcus,marcus
classic,klasyczny
selfish,samolubny
skull,czaszka
frankie,frankie
shown,pokazane
bat,nietoperz
survived,przeżył
print,wydrukować
champion,mistrz
bills,rachunki
therapy,terapia
lifetime,dożywotni
throughout,na wskroś
a.m.,jestem.
nathan,nathan
toward,w kierunku
sauce,sos
experiment,eksperyment
margaret,małgorzata
describe,opisać
ross,ross
grass,trawa
cheat,oszukać
attend,brać udział w
homework,praca domowa
lewis,chwytak
betrayed,zdradzony
servant,sługa
cap,czapka
tyler,tyler
bible,biblia
practically,praktycznie
catherine,catherine
steel,stal
wipe,wytrzeć
burns,burns
j,j
generation,pokolenie
cabin,kabina
financial,budżetowy
industry,przemysł
bond,obligacja
sheep,owce
scientists,naukowcy
beaten,bity
heck,heck
deck,talia kart
fans,wentylatory
script,scenariusz
brand,marka
degree,stopień
painful,bolesny
coughing,kaszel
religion,religia
cats,koty
stephen,stephen
influence,wpływ
fuel,paliwo
drawing,rysunek
uh-oh,o o
rabbit,królik
exercise,ćwiczenie
attractive,atrakcyjny
touching,wzruszające
virus,wirus
realise,realizować
torture,torturować
blessed,błogosławiony
plain,zwykły
rebecca,rebecca
recent,ostatni
barbara,barbara
footsteps,ślady
sacred,poświęcony
removed,usunięty
pretending,udawanie
wasted,zmarnowany
jewish,żydowski
goodnight,dobranoc
robot,robot
crystal,kryształ
confirm,potwierdzać
lad,chłopak
mile,mila
division,podział
scratch,zadrapanie
reminds,przypomina
walks,spacery
ending,kończący się
russia,rosja
contest,konkurs
valuable,wartościowy
distant,odległy
dumped,porzucone
motion,ruch
electricity,elektryczność
centre,środek
murders,morderstwa
tina,tina
jeremy,jeremy
seal,foka
standard,standard
ellen,ellen
wore,nosił
surrounded,otoczony
struck,uderzony
inform,poinformować
gentle,delikatny
status,status
purse,portmonetka
prints,wydruki
players,gracze
charged,naładowany
begging,żebranie
delivered,dostarczony
kenny,kenny
buck,bryknięcie
nina,nina
construction,budowa
confirmed,potwierdzony
confession,wyznanie
trigger,cyngiel
cells,komórki
frankly,szczerze mówiąc
ali,ali
exit,wyjście
response,odpowiedź
cancel,anulować
argument,argument
principal,główny
turkey,indyk
lucas,lucas
clinic,klinika
greetings,pozdrowienia
neighbors,sąsiedzi
vice,wice
toy,zabawka
hannah,hanna
everyday,codzienny
generous,hojny
gain,osiągać
idiots,idioci
holly,ostrokrzew
enjoyed,cieszył się
jungle,dżungla
link,połączyć
underground,pod ziemią
smiling,uśmiechając się
mistress,kochanka
teams,zespoły
product,produkt
beef,wołowina
whispers,szepty
religious,religijny
presents,przedstawia
identify,zidentyfikować
chip,żeton
chffffff,chffffff
surveillance,nadzór
carlos,carlos
vampire,wampir
routine,rutyna
uses,użycie
michelle,michelle
underneath,pod spodem
systems,systemy
temperature,temperatura
waves,fale
tribe,plemię
brad,ćwiek
deputy,zastępca
sophie,zofia
headquarters,siedziba
equal,równy
phones,telefony
ken,rozpoznać
reckon,liczyć się
related,związane z
incredibly,niewiarygodnie
chill,chłod
spit,pluć
tracks,utwory
oscar,oscar
makeup,makijaż
bug,błąd
sounded,brzmiało
spirits,duchy
nerve,nerw
divorced,rozwiedziony
stake,stawka
port,port
doorbell,dzwonek do drzwi
worries,zmartwienia
nephew,siostrzeniec
miller,młynarz
units,jednostki
just-,tylko-
proceed,przystępować
landing,lądowanie
traitor,zdrajca
outfit,strój
chloe,chloe
bail,kaucja
fields,pola
patience,cierpliwość
recording,nagranie
foolish,niemądry
loaded,załadowany
tokyo,tokio
davis,davis
costume,kostium
wayne,wayne
injured,ranny
somethin,coś
ian,ian
pet,zwierzak domowy
cage,klatka szybowa
digging,kopanie
spain,hiszpania
seats,siedzenia
awkward,niezręczny
cleaned,wyczyszczony
pattern,wzorzec
filthy,brudny
visiting,przyjezdny
jews,żydzi
answering,odpowiedź
concentrate,skupiać się
someplace,jakieś miejsce
citizens,obywatele
aim,cel
nancy,nancy
affairs,sprawy
thick,gruby
sport,sport
basic,podstawowy
electric,elektryczny
pleasant,przyjemne
cliff,klif
nail,gwóźdź
russell,russell
environment,środowisko
western,zachodni
average,przeciętny
ease,łatwość
raped,zgwałcony
interrupt,przerwać
judy,judy
satisfied,zadowolona
beep,brzęczyk
starving,głodujący
documents,dokumenty
anniversary,rocznica
beth,beth
election,wybór
warrior,wojownik
r,r
forth,naprzód
fetch,aportować
banks,banki
placed,umieszczony
timing,wyczucie czasu
stones,kamienie
complex,złożony
frozen,mrożony
replace,zastąpić
prayer,modlitwa
skip,pomijać
angeles,angeles
guilt,wina
tune,melodia
woo,zabiegać
actions,działania
conscience,sumienie
officially,oficjalnie
martha,martha
machines,maszyny
smaller,mniejszy
determined,ustalona
blown,nadęty
hail,grad
unhappy,nieszczęśliwy
booth,budka
pour,wlać
berlin,berlin
cleared,wyczyszczone
packed,zapakowane
wrap,zawinąć
randy,krzykliwy
behalf,w imieniu
reasonable,rozsądny
trunk,pień
homes,domy
festival,festiwal
tradition,tradycja
cigarettes,papierosy
le,le
beside,obok
harvey,harvey
motive,motyw
beings,istoty
bishop,biskup
dealer,kupiec
defendant,pozwany
backup,utworzyć kopię zapasową
wounds,rany
ouch,auć
ann,ann
nearby,w pobliżu
drank,pił
effects,efekty
jonathan,jonathan
dennis,dennis
benefit,korzyść
adventure,przygoda
p,p
territory,terytorium
ve,ve
apology,przeprosiny
dylan,dylan
unlike,w odróżnieniu
owns,jest właścicielem
boxes,pudła
thus,zatem
clay,glina
developed,rozwinięty
busted,zatrzymany
pipe,rura
gray,szary
no.,nie.
goods,dobra
favourite,ulubiony
salad,sałatka
loyal,wierny
atmosphere,atmosfera
eva,eva
freaking,cholernie
dropping,rzut
strangers,nieznajomi
mouse,mysz
downtown,śródmieście
francisco,francisco
heroes,bohaterowie
pit,dół
rotten,zgniły
paradise,raj
meantime,w międzyczasie
jess,pęto
organization,organizacja
hills,wzgórza
exam,egzamin
cock,kogut
fairy,wróżka
earl,hrabia
comment,komentarz
activity,działalność
frame,rama
knight,rycerz
testing,testowanie
habit,nawyk
shelter,schron
flow,pływ
jennifer,jennifer
holes,dziury
prevent,zapobiegać
anthony,anthony
lend,pożyczać
cooper,bednarz
figures,figury
boston,boston
sample,próbka
strip,rozebrać się
landed,wylądował
buzzing,brzęczenie
monk,mnich
slightly,nieznacznie
produce,produkować
annoying,irytujący
judgment,osąd
laundry,pranie
ron,ron
lousy,parszywy
souls,dusze
existence,istnienie
belly,brzuch
tries,próbuje
foster,pielęgnować
returning,powracający
answered,odpowiedział
ward,oddział
plants,rośliny
actress,aktorka
chairman,przewodniczący
individual,indywidualny
hopes,nadzieje
tattoo,tatuaż
fence,ogrodzenie
sink,zlew
punk,punk
confident,pewny siebie
yay,yay
mistaken,błędny
limit,limit
bothering,niepokojące
st,st
uncomfortable,niewygodny
wednesday,środa
gifts,prezenty
policeman,policjant
na,na
precisely,dokładnie
lawyers,prawnicy
greek,grecki
merely,zaledwie
criminals,przestępcy
underwear,bielizna
hoped,miał nadzieję
earned,zarobiony
reveal,ujawnić
appeared,pojawił się
derek,derek
heavens,niebiosa
personality,osobowość
batman,ordynans
virginia,virginia
wives,żony
colour,kolor
worker,pracownik
pope,papież
instructions,instrukcje
intelligent,inteligentny
worrying,niepokojący
vince,vince
comin,comin
cried,płakał
traveling,podróżny
bells,dzwony
x,x
impact,uderzenie
robbed,okradził
relief,ulga
host,gospodarz
footage,materiał filmowy
odds,szanse
patrol,patrol
circus,cyrk
mud,błoto
captured,schwytany
lessons,lekcje
occasion,okazja
sets,zestawy
pulse,puls
ad,ogłoszenie
invented,wynaleziony
diamonds,diamenty
matthew,mateusz
auntie,ciocia
cloud,chmura
francis,francis
angels,aniołowie
hers,jej
classes,zajęcia
mm-hm,mm-hm
signature,podpis
complain,skarżyć się
blah,bla
monitor,monitor
options,opcje
claims,roszczenia
flies,muchy
pat,poklepać
britain,brytania
hid,ukryć
wailing,zawodzenie
listened,słuchałem
countries,kraje
vic,vic
yell,krzyk
rats,szczury
wondered,zastanawiał się
smooth,gładki
resist,oprzeć się
companies,firmy
fantasy,fantazja
passport,paszport
pitch,poziom
hammer,młot
homicide,zabójstwo
casey,casey
holds,trzyma
flew,latał
jacob,jakub
noon,południe
helicopter,śmigłowiec
dishes,dania
spin,obracać
charm,czar
slap,policzkować
apply,stosować
fools,głupcy
screeching,pisk
discover,odkryć
previous,poprzedni
kit,zestaw
authorities,władze
moaning,beczenie
photograph,fotografia
sales,sprzedaż
fifty,pięćdziesiąt
mickey,mickey
beneath,pod
farewell,pożegnanie
clouds,chmury
slipped,poślizgnął
represent,przedstawiać
deaf,głuchy
facing,okładzina
offense,wykroczenie
citizen,obywatel
clown,błazen
snap,pstryknąć
messing,bałagan
hood,kaptur
twelve,dwanaście
interests,zainteresowania
cheated,oszukany
liz,liz
informed,powiadomiony
humanity,ludzkość
producer,producent
technically,technicznie
accounts,konta
extreme,skrajny
gettin,gettin
cia,cia
ii,ii
pays,płaci
profile,profil
oxygen,tlen
jeez,jezu
gene,gen
shed,szopa
